12,SFPC020,KanaeTsukimitsu,0,01/01/70 09:00:00,01/01/70 09:00:00,  0:00:00
13,SFPC020,yuichiyoshida,0,01/01/70 09:00:00,01/01/70 09:00:00,  0:00:00
14,SFPC020,hosonuma,0,01/01/70 09:00:00,01/01/70 09:00:00,  0:00:00
1,SFPC021,yukakawamoto,10,08/27/20 08:50:28,08/27/20 16:47:37,  7:57:09
2,SFPC021,takanoyuto,10,08/27/20 08:55:23,08/27/20 17:21:52,  8:26:29
3,SFPC021,yanai,7,07/29/20 08:59:21,07/31/20 14:18:37, 53:19:16
4,SFPC021,ShuHONDA,6,07/29/20 06:11:28,07/30/20 06:10:34, 23:59:06
5,SFPC021,deltazarashi,1,08/21/20 17:37:02,01/01/70 09:00:00,-443889:22:58
6,SFPC021,loveflower,0,01/01/70 09:00:00,01/01/70 09:00:00,  0:00:00
7,SFPC021,okakita,0,01/01/70 09:00:00,01/01/70 09:00:00,  0:00:00
8,SFPC021,ZatoZatoYuki,0,01/01/70 09:00:00,01/01/70 09:00:00,  0:00:00
